name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,mood
Sin ti no soy nada,Estrella De Mar,Amaral,7cQ7axcCXsa963OluHTWlS,2002-02-04,57,268706,0.686,0.0667,0.874,0.00146,0.129,0.563,-3.92,0.0512,122.099,9,4,happy
Esta soy yo,El sueño de Morfeo (reedicion),El sueño de Morfeo,2kaHorrtVLo9brE37NQvGa,2005-03-07,50,259253,0.654,0.187,0.821,0,0.485,0.554,-4.163,0.0352,112.058,5,4,happy
Cuando me siento bien,Tiembla la tierra,Efecto Pasillo,2xUl8Bp6eLddk5mdv8I2Wo,2015-12-20,59,223680,0.652,0.015,0.911,0,0.36,0.774,-3.764,0.0405,98.995,1,4,happy
Labios Compartidos,Amar Es Combatir,Maná,4C2zOFgrXxfNGNpYQWIcaH,2006-05-09,65,317626,0.527,0.027,0.898,0,0.0686,0.462,-3.624,0.0367,162.058,0,4,happy
No importa que llueva,El misterioso caso de Efecto Pasillo,Efecto Pasillo,1suTz9wOBk6pF2OAAgKFve,2013-12-20,55,201266,0.675,0.0469,0.89,0,0.151,0.768,-4.747,0.0347,103.053,1,4,happy
Nada Fue Un Error,Coti,Coti,5QhOF5HXgZ0OFUZSE5kEv1,2003-01-01,71,208200,0.622,0.0831,0.818,0,0.31,0.849,-6.784,0.0327,138.495,9,4,happy
Moriría por vos,Estrella De Mar,Amaral,2Ec0VmnItt52GPU6A9Vya3,2002-02-04,53,227120,0.676,0.278,0.727,0,0.19,0.739,-4.943,0.0309,105.003,0,4,happy
Caminito a Motel,Tres Tequilas,Taburete,06eq1Klk5R5JHrC2cdbMkG,2015-08-31,50,263637,0.702,0.651,0.537,0,0.0884,0.389,-7.821,0.0632,135.039,10,4,happy
Limón y Sal,Limon Y Sal,Julieta Venegas,7dITAq1YP5e0kTcaDq4YWI,2006-05-25,71,205413,0.634,0.138,0.649,0,0.288,0.491,-6.056,0.0255,111.03,11,4,happy
En el Mundo Genial de las Cosas Que Dices,Facil,Maldita Nerea,0JXRA6bYdnwkHYAlIwEWb8,2011-05-16,50,253520,0.59,0.505,0.669,0,0.0993,0.451,-9.15,0.0286,92.021,7,4,happy
Rosas,Lo Que Te Conte Mientras Te Hacias La Dormida,La Oreja de Van Gogh,4waqcUQWdj0yH26STWl2Rq,2003,76,236506,0.783,0.627,0.685,3.49e-06,0.108,0.54,-5.008,0.0271,107.01,9,4,happy
A Dios Le Pido,Un Día Normal,Juanes,129lYDVKnWtlJc2PZJviuA,2002-01-01,70,205373,0.673,0.0683,0.841,0,0.0965,0.94,-3.564,0.0557,97.027,7,4,happy
Quiero tener tu presencia,Furia Latina,Seguridad Social,3f2k0XTc2ZXG17jEMDu8pp,1993,61,220626,0.741,0.0211,0.817,0,0.0981,0.574,-5.596,0.0794,146.074,4,4,happy
Clavado En Un Bar,Sueños Líquidos,Maná,78DVpEWwmJFC25KGz8fJuE,1997-10-10,75,310813,0.634,0.00737,0.854,2.49e-06,0.0664,0.564,-3.444,0.0369,148.003,11,4,happy
Que Bonita la Vida,Grandes Éxitos y Pequeños Desastres,Dani Martín,3ovHHDCD4wZUiYmI53Nkfa,2010,47,270853,0.508,0.337,0.53,1.32e-06,0.113,0.31,-5.653,0.0306,134.063,7,4,happy
Puede Ser,Radio la Colifata Presenta: El Canto del Loco,El Canto Del Loco,211npcuencf7BGJ4eDYDne,2009-11-24,49,177400,0.641,0.289,0.477,0,0.103,0.421,-7.369,0.0251,94.037,11,4,happy
Me Muero,El Mundo Se Equivoca,La Quinta Estacion,3ri9fLG89OdSpjxheYxU7S,2006-08-15,66,189560,0.424,0.171,0.74,0,0.273,0.585,-3.243,0.0347,169.914,5,4,happy
Blanco y Negro,Guerra Fria,Malú,2yc9sElleYDl3NXMZSgsRv,2010-05-08,57,233666,0.472,0.505,0.831,0,0.105,0.514,-3.575,0.0312,168.088,3,3,happy
Que Te Quería,Sin Frenos,La Quinta Estacion,4wDk9P2WSvHOsRW6SDYE7L,2009,56,229520,0.513,0.0299,0.887,0,0.147,0.527,-4.768,0.0933,142.994,9,4,happy
"No Pide Tanto, Idiota",Mira Dentro,Maldita Nerea,01XfZZz4TAYbSDIIWdawzT,2014-10-06,54,224280,0.63,0.0119,0.8,4.3e-06,0.185,0.905,-5.486,0.0364,101.996,6,4,happy
En El Muelle De San Blas,Sueños Líquidos,Maná,0mvocLIWUnT10znvIXwHGr,1997-10-10,74,352160,0.64,0.113,0.693,5.62e-06,0.0978,0.698,-5.735,0.0235,97.159,2,4,happy
Todos los días sale el sol,Todos Los Días Sale El Sol,Bongo Botrako,5POVqopleYwfzo5SYovlKK,2010-10-31,0,146337,0.589,0.0299,0.91,0,0.02,0.89,-3.68,0.211,191.928,2,4,happy
Volverte A Ver,Mi Sangre,Juanes,2ZqFfDwNjKvPu3USx3onhO,2004-01-01,66,217560,0.616,0.0555,0.698,0,0.208,0.714,-4.932,0.0302,85.003,6,4,happy
Te regalo,Baute,Carlos Baute,0fmgOwkb9AwgzXhYVSZRDs,2005-06-07,62,169720,0.713,0.533,0.699,0,0.112,0.753,-6.426,0.0376,100.079,6,4,happy
20 de Enero,Lo Que Te Conte Mientras Te Hacias La Dormida,La Oreja de Van Gogh,4XdePl1vOF1cYjTBYeYU9j,2003,58,223000,0.593,0.38,0.893,0.000603,0.156,0.643,-4.047,0.0349,145.029,0,4,happy
Emocional,Grandes Éxitos y Pequeños Desastres,Dani Martín,58NSQ6b8YCSk9tNHzSrIks,2010,47,220426,0.467,0.284,0.818,1.33e-05,0.388,0.478,-4.129,0.0435,150.716,7,4,happy
Tu Peor Error,El Mundo Se Equivoca,La Quinta Estacion,7d150WRJT9MyoscfcG0SjX,2006-08-15,54,167786,0.576,0.0623,0.901,0,0.271,0.847,-3.336,0.0937,97.972,2,4,happy
Voy a pasármelo bien,Voy A Pasarmelo Bien,Hombres G,78FJd3BMjDQCA1Hh2QfKqS,1989,59,234475,0.663,0.0436,0.84,6.31e-06,0.0491,0.828,-5.122,0.0434,148.018,0,4,happy
Walter Palmeras,Tres Tequilas,Taburete,3RfgNHdynjLIfxDjunNQ1a,2015-08-31,51,215967,0.776,0.841,0.309,0,0.209,0.887,-10.801,0.0522,139.961,2,4,happy
Belerofón,Madame Ayahuasca,Taburete,2g25vi83iObKS4sAhflNH3,2018-09-28,56,216034,0.607,0.229,0.823,0,0.189,0.688,-4.614,0.0376,131.017,11,4,happy
Cómo Te Atreves,Sobre El Amor Y Sus Efectos Secundarios,Morat,7M6CFruBrM5x7u0lTMtm6r,2016-06-17,72,240560,0.617,0.0705,0.888,0,0.162,0.771,-4.567,0.0402,130.97,4,4,happy
Color Esperanza,Un Mundo Diferente,Diego Torres,3T07pNAEVr9adeIG9i1ex4,2001-10-31,71,267106,0.618,0.342,0.876,0,0.0828,0.773,-6.253,0.0538,100.963,7,4,happy
Causa Y Efecto,Gran City Pop (Edited Version),Paulina Rubio,0gdt218D74akk9AqMlbc45,2009-01-01,59,205866,0.635,0.00424,0.83,0,0.203,0.308,-6.238,0.0379,136.026,0,4,happy
Me Colé en una Fiesta,Mecano,Mecano,7zteNrLJJwjGa8e2IodVOp,1982,59,256853,0.731,0.117,0.982,0.000448,0.0616,0.883,-4.451,0.053,144.802,9,4,happy
Cruz de Navajas,Entre El Cielo Y El Suelo,Mecano,73JlqLGG7TKKqKa8F80vPd,1986,66,302493,0.735,0.649,0.496,0.000365,0.104,0.567,-8.466,0.0265,116.12,1,4,happy
Días de verano,Pájaros En La Cabeza,Amaral,3JhllUTyXy2ceSTzNSErBC,2005-03-14,54,208240,0.487,0.418,0.842,2.28e-06,0.101,0.425,-2.509,0.0332,139.781,6,4,happy
El Run Run,X Anniversarivm,Estopa,7FXZbH91wnIsipIl6LDwkU,2009-11-17,59,205333,0.703,0.665,0.817,2.47e-05,0.287,0.813,-5.392,0.0378,129.946,0,4,happy
Me equivocaría otra vez,Por la boca vive el pez,Fito y Fitipaldis,5SMdW9cbM4wTMMPI8Ck08a,2006-09-11,61,306240,0.739,0.355,0.748,2.54e-06,0.177,0.822,-3.806,0.0269,132.86,7,4,happy
Me Voy,Limon Y Sal,Julieta Venegas,100Tm6z29RfHTdUQ6NIs0s,2006-05-25,71,187520,0.575,0.0664,0.679,0,0.0956,0.601,-3.845,0.0278,107.878,2,3,happy
Cómo hablar,Una Pequeña Parte Del Mundo,Amaral,3DYm7Lp7Fc3xf6WSCq5ntE,2000,58,241266,0.606,0.0356,0.775,1.74e-06,0.111,0.626,-4.752,0.0291,117.357,3,4,happy
Nada que perder,Anunciado en Television,Pignoise,0YSaKC66FGCWLxM9SoQA1f,2006-04-10,52,197600,0.549,0.0025,0.902,4.19e-06,0.0508,0.775,-2.352,0.0563,154.095,7,4,happy
Quiero Ser,Amaia Montero,Amaia Montero,2SxtZcr9RPVvKnVPqUmiPe,2008-11-18,58,256720,0.667,0.536,0.655,1.04e-06,0.115,0.636,-4.755,0.0293,137.052,7,4,happy
Colgando en tus manos (con Marta Sánchez),De mi puño y letra - Edicion Coleccionista,Carlos Baute,3UI9I3e1g1y5T3SMfdgfGO,2009,77,230280,0.836,0.535,0.637,0,0.129,0.875,-4.803,0.0367,120.025,6,4,happy
Lágrimas desordenadas,Lágrimas desordenadas,Melendi,1dp62fHaXUP0Zh45voegpI,2012-11-13,56,229308,0.641,0.238,0.937,0,0.108,0.653,-3.52,0.0735,160.1,9,4,happy
El Secreto de las Tortugas,Es un Secreto...No Se Lo Digas a Nadie,Maldita Nerea,1sMgCr1RH0HfAazVZt9xmZ,2009-05-07,48,247840,0.576,0.00726,0.756,0.00071,0.343,0.709,-6.554,0.0486,169.985,1,4,happy
Salta!!!,Confidencial/New Booklet,Tequila,0M2tanh26PWePnaGVV3h3y,1981-01-04,57,189133,0.474,0.0218,0.935,1.61e-05,0.044,0.915,-4.956,0.109,151.705,2,4,happy
Zapatillas,Radio la Colifata Presenta: El Canto del Loco,El Canto Del Loco,6yVTl3yEdpwQmFT9PtBMc5,2009-11-24,37,166826,0.448,0.00702,0.797,0,0.0719,0.933,-3.804,0.0847,197.933,8,4,happy
Mi Lamento,Grandes Éxitos y Pequeños Desastres,Dani Martín,4WLJmBZXmMdFFKSYxCu1ji,2010,37,241253,0.554,0.25,0.466,0,0.113,0.295,-8.274,0.0338,71.116,7,4,happy
Antes Que Ver El Sol - Bonus Track,Coti,Coti,7rtg1g0CAgmFOntaagbHgG,2003-01-01,49,218906,0.687,0.153,0.683,0.000298,0.25,0.933,-7.821,0.0291,134.032,9,4,happy
A quién le importa,No Es Pecado -Remasters,Alaska Y Dinarama,7Eb5AYiiGWItBNddlmxvnh,1986,63,205306,0.568,0.008,0.849,0.000343,0.145,0.809,-10.472,0.0338,130.746,7,4,happy
Te he echado de menos - Radio Edit,Pablo Alboran (Deluxe),Pablo Alborán,59bqZ237MW9CvFRLqu6Dgg,2011-02-01,62,232573,0.692,0.183,0.679,0,0.202,0.518,-6.751,0.0282,140.94,7,4,happy
Cuánto Me Duele,Sobre El Amor Y Sus Efectos Secundarios,Morat,0zzDmSV57bPIZbhvq3zAT6,2016-06-17,61,230160,0.602,0.398,0.669,0,0.105,0.683,-5.905,0.0379,142.041,10,4,happy
Disparé,Sólo Muerdo Por Ti,Nena Daconte,5xYERDGlMPxNqMo5czXUfd,2013-01-01,40,194306,0.604,0.271,0.593,0.00596,0.0966,0.328,-7.233,0.0409,144.942,7,4,happy
Acabo de llegar,Por la boca vive el pez,Fito y Fitipaldis,5LlXYUfSei584BdUJ05Lo3,2006-09-11,56,375119,0.565,0.252,0.87,0.000162,0.526,0.886,-3.895,0.0409,145.164,0,4,happy
Venezia,Hombres G (Edición 30 Aniversario),Hombres G,1wncA7mz0ntqvZ8UzFokGk,1985,64,270680,0.581,0.224,0.826,0.00128,0.0506,0.573,-5.603,0.0816,168.561,1,4,happy
Hoy No Me Puedo Levantar,Mecano,Mecano,4oHDiaCilM1xWIr55LjxO0,1982,53,200906,0.575,0.113,0.87,0.00854,0.0805,0.685,-5.068,0.04,156.837,9,4,happy
Tengo,Puerto Presente,Macaco,2vYJfucXrRvHQ7QCsdc9KF,2009-03-03,46,229933,0.824,0.259,0.658,0,0.0679,0.937,-4.483,0.0851,111.816,6,4,happy
Besos En Guerra,Besos En Guerra,Morat,5KgdtjmglXPjJNKvMvSjgo,2017-11-03,58,229442,0.69,0.126,0.973,0,0.103,0.772,-3.588,0.0492,143.957,2,4,happy
Solamente tú,Pablo Alboran (Deluxe),Pablo Alborán,7sRXhReWmJF5pqyg3uUTES,2011-02-01,72,247186,0.519,0.457,0.419,0,0.161,0.266,-6.276,0.033,140.033,9,4,happy
Tanto,Tanto (Edición Premium),Pablo Alborán,23CfGZgeDJkBxuObB6KmmQ,2012,59,256640,0.529,0.223,0.603,0,0.235,0.326,-5.132,0.0307,140.039,0,4,happy
Besos,Zapatillas,El Canto Del Loco,7MKO7rUZzjw8p87zdZDgqa,2005,63,145826,0.576,0.00679,0.909,4.42e-06,0.134,0.544,-3.306,0.0523,104.971,10,4,happy
Cuando Nadie Ve,Balas Perdidas,Morat,71iAechwVKGu26pahzFL0k,2018-10-25,74,219586,0.806,0.133,0.778,0,0.218,0.84,-4.577,0.0616,95.993,1,4,happy
Volvera,Zapatillas,El Canto Del Loco,4QBrx05HrLnohYaS1cPGHO,2005,59,229746,0.568,0.0111,0.892,0,0.379,0.783,-3.091,0.0464,126.02,1,4,happy
Zapatillas,Zapatillas,El Canto Del Loco,42VgiRyg0YjtRVLiPFNxPJ,2005,64,172640,0.428,0.0281,0.956,0,0.58,0.686,-2.382,0.178,198.076,8,4,happy
Sevilla Tiene un Color Especial,Alegria Y Cosabuena,Los Del Rio,1x8tjll0oP07qkZWVtm8ap,2001-03-19,47,227666,0.617,0.564,0.791,0,0.154,0.498,-6.749,0.0563,100.088,0,4,happy
Amigos para Siempre,Dulce Veneno,Los Manolos,6PfQB3xEbIlky1dXOb3Yyh,1992-06-23,54,264826,0.705,0.343,0.845,2.31e-06,0.0634,0.925,-10.123,0.0445,117.652,1,4,happy
Mediterraneo,Discografía en Castellano,Joan Manuel Serrat,3hx9T4CWGDvMbINMBfyrnW,1969,51,205226,0.545,0.599,0.59,0,0.0916,0.583,-7.257,0.0813,100.835,9,3,happy
Clouds,Blossom (Deluxe),Milky Chance,4WIpEgkpmeVPTBAO4pm5zy,2017-03-17,48,257306,0.702,0.497,0.741,0.000802,0.331,0.794,-7.537,0.0711,120.008,11,4,happy
The Scientist,A Rush of Blood to the Head,Coldplay,75JFxkI2RXiU7L9VXzMkle,2002-08-08,86,309600,0.557,0.731,0.442,1.46e-05,0.11,0.213,-7.224,0.0243,146.277,5,4,happy
Wonderwall - Remastered,(What's The Story) Morning Glory? (Deluxe Edition) [Remastered],Oasis,5wj4E6IsrVtn8IBJQOd0Cl,1995-10-02,26,258732,0.372,0.000453,0.865,0,0.234,0.478,-4.918,0.0381,174.53,2,4,happy
What You Know,Tourist History,Two Door Cinema Club,1qfYG2JrchEyJiqKnkE7YQ,2010-02-07,17,189693,0.55,0.000665,0.753,7.74e-06,0.0921,0.841,-4.003,0.0407,139.048,6,4,happy
Sugar,V (Deluxe),Maroon 5,494OU6M7NOf4ICYb4zWCf5,2015-05-18,65,235493,0.748,0.0591,0.788,0,0.0863,0.884,-7.055,0.0334,120.076,1,4,happy
Won't Go Home Without You,It Won't Be Soon Before Long (International Version),Maroon 5,5kTvymHsmlmcy5yQWbWO1U,2007-01-01,0,231173,0.737,0.0149,0.615,0,0.102,0.41,-3.76,0.0317,110.023,3,4,happy
Upside Down,Upside Down (UK MaxiSingEnhanced),Jack Johnson,4JWZTNlLBlNoa5t7qn1M8i,2006-01-01,1,209546,0.792,0.255,0.647,0.000223,0.132,0.694,-8.314,0.045,102.477,4,4,happy
Wake Me up When September Ends,American Idiot,Green Day,3ZffCQKLFLUvYM59XKLbVm,2004-09-21,78,285653,0.546,0.023,0.814,0,0.0972,0.146,-5.146,0.0314,104.98,7,4,happy
I Lived,Native,OneRepublic,7pzdiluN2tVrxsFGyM2Asc,2013-01-01,0,234546,0.596,0.0734,0.846,0,0.248,0.317,-5.415,0.0456,120.017,9,4,happy
Accidentally In Love,Accidentally In Love (From Shrek 2 S/T) [International Version],Counting Crows,775p572thYDAdUHfcCEcrn,2004-01-01,0,188640,0.553,0.0575,0.924,4.76e-06,0.0877,0.823,-3.617,0.0375,138.006,7,4,happy
Demons,Night Visions (Deluxe),Imagine Dragons,2Oehrcv4Kov0SuIgWyQY9e,2012-09-04,2,175200,0.327,0.202,0.71,9e-05,0.28,0.416,-2.928,0.0547,179.561,3,4,happy
Feel Again,Native,OneRepublic,5COPw6K4B6PPpeUXIE2Ry5,2013-01-01,0,185080,0.474,0.0223,0.833,0,0.106,0.343,-7.931,0.052,140.014,7,4,happy
When I Was Your Man,Unorthodox Jukebox,Bruno Mars,0nJW01T7XtvILxQgC5J7Wh,2012-12-07,85,213826,0.612,0.932,0.28,0,0.088,0.387,-8.648,0.0434,72.795,0,4,happy
Just the Way You Are,Doo-Wops & Hooligans,Bruno Mars,47Slg6LuqLaX0VodpSCvPt,2010-10-05,80,220733,0.637,0.0151,0.843,0,0.0876,0.434,-5.413,0.0432,109.012,5,4,happy
Versace on the Floor (Bruno Mars vs. David Guetta),Versace On The Floor (Bruno Mars vs. David Guetta),Bruno Mars,5UJshy5HDHdNEVqlJwzsQB,2017-06-27,64,228300,0.747,0.108,0.701,0,0.0712,0.589,-4.902,0.0429,100.012,2,4,happy
Unwritten,Unwritten,Natasha Bedingfield,1D1nixOVWOxvNfWi0UD7VX,2004-08-30,77,259333,0.706,0.00577,0.801,0,0.0822,0.63,-6.333,0.0399,100.013,5,4,happy
Budapest,Wanted on Voyage,George Ezra,7GJClzimvMSghjcrKxuf1M,2014-06-27,29,200720,0.714,0.0883,0.451,0,0.108,0.406,-8.268,0.0276,127.787,5,4,happy
It's Time,Night Visions (Deluxe),Imagine Dragons,3xqF04FdMK7gpIPG3SPFpY,2012-09-04,0,237986,0.657,0.0168,0.885,0,0.147,0.869,-4.695,0.0344,105.011,2,4,happy
The Cave,Sigh No More,Mumford & Sons,5tV7QNSURiLd8trSLrZahV,2009-01-01,3,218000,0.59,0.0481,0.513,0.000108,0.0906,0.406,-9.476,0.0375,141.988,4,4,happy
I Will Wait,Babel,Mumford & Sons,7AwvxYLlFmdoz0hQgyKtNU,2012-09-21,3,276720,0.486,0.0119,0.769,0.00832,0.197,0.393,-5.14,0.0341,131.286,1,4,happy
Believer,Evolve,Imagine Dragons,0CcQNd8CINkwQfe1RDtGV6,2017-06-23,1,204346,0.779,0.0524,0.787,0,0.14,0.708,-4.305,0.108,124.982,10,4,happy
What Do I Know?,÷ (Deluxe),Ed Sheeran,2pJZ1v8HezrAoZ0Fhzby92,2017-03-03,72,237333,0.838,0.251,0.492,0,0.262,0.895,-5.69,0.038,115.092,1,4,happy
Bitter Sweet Symphony,Urban Hymns (Deluxe / Remastered 2016),The Verve,3Z9PJ6xiEGmcqo2hESEB5n,1997-09-29,0,357266,0.362,0.0336,0.911,0,0.466,0.498,-5.966,0.049,171.112,9,4,happy
Don't Look Back In Anger,(What's the Story) Morning Glory?,Oasis,3ixTiPABjqkBKPocxq6oIe,1995-10-02,3,287826,0.346,0.0331,0.916,3.82e-06,0.117,0.249,-3.588,0.0703,164.005,0,4,happy
Champagne Supernova,(What's the Story) Morning Glory?,Oasis,2UjLzxf4oYjHOVOBoVojlL,1995-10-02,1,450506,0.301,0.208,0.853,0.00328,0.354,0.112,-2.264,0.0369,150.423,2,4,happy
Brown Eyed Girl,Blowin' Your Mind!,Van Morrison,3yrSvpt2l1xhsV9Em88Pul,1967-09,81,183306,0.491,0.182,0.583,0,0.407,0.907,-10.964,0.0376,150.572,7,4,happy
"Valerie - Live At BBC Radio 1 Live Lounge, London / 2007",Back To Black (Deluxe Edition),Amy Winehouse,6nLvaCZFR1wEzW3sIKpsnr,2006,75,233733,0.772,0.744,0.371,0,0.167,0.684,-5.743,0.0348,96.574,5,4,happy
Sweet Sun,Sadnecessary,Milky Chance,52CxnbKtKO3VlL2wepUnte,2014-05-12,0,276000,0.644,0.0688,0.919,0,0.0867,0.934,-7.134,0.04,115.932,7,4,happy
California,California,The Lagoons,35QAUfIbfIXT3p3cWhaKxZ,2016-08-02,62,261773,0.786,0.276,0.686,0.668,0.0416,0.542,-7.18,0.0289,119.997,4,4,happy
Electric Feel,Oracular Spectacular/Congratulations,MGMT,0vaf64cpnqM7COUZZkoBig,2007,0,229640,0.763,0.0714,0.807,0.28,0.348,0.559,-3.714,0.035,103.038,1,3,happy
A-Punk,Vampire Weekend,Vampire Weekend,5dKBaysNJtfpyNTRa5lqDb,2008-01-27,59,137760,0.551,0.0102,0.821,0.0438,0.153,0.842,-4.489,0.0539,174.923,2,4,happy
Time to Pretend,Oracular Spectacular/Congratulations,MGMT,1Zqy9bervYUomy12Pbm3rP,2007,0,261000,0.438,8.74e-05,0.94,0.0777,0.3,0.421,-3.249,0.0452,100.99,2,3,happy
Fluorescent Adolescent,Favourite Worst Nightmare,Arctic Monkeys,2x8evxqUlF0eRabbW2JBJd,2007-04-22,78,183893,0.654,0.00146,0.828,0.000144,0.122,0.79,-5.377,0.0281,112.056,1,4,happy
Everything Now,Everything Now,Arcade Fire,7KsZHCfOitA5V9oQYVdltG,2017-07-28,66,303013,0.548,0.00171,0.865,0.000449,0.457,0.61,-5.325,0.0302,116.046,0,4,happy
Back To Black,Back To Black,Amy Winehouse,2s4BsyV3KhhrtsdtNfzoqb,2006-01-01,0,240440,0.49,0.123,0.725,2.68e-05,0.0983,0.335,-3.304,0.0392,123.28,10,4,happy
Bleeding Love,Spirit,Leona Lewis,7wZUrN8oemZfsEd1CGkbXE,2007,79,262466,0.638,0.188,0.656,0,0.146,0.225,-5.886,0.0357,104.036,5,4,happy
Halo,I AM...SASHA FIERCE - Platinum Edition,Beyoncé,2CvOqDpQIMw69cCzWqr5yr,2008,76,261085,0.422,0.273,0.712,0,0.051,0.471,-5.907,0.1,78.454,11,4,happy
I'm Like A Bird,"Whoa, Nelly! (France Only Version)",Nelly Furtado,5xPQsTrT2LjidijK2Tzlxh,2000,0,243160,0.623,0.145,0.605,3.46e-06,0.227,0.616,-5.113,0.0353,89.656,10,4,happy
Crazy,St. Elsewhere,Gnarls Barkley,1vxw6aYJls2oq3gW0DujAo,2006-04-24,78,177466,0.855,0.0505,0.587,0.00714,0.105,0.64,-4.589,0.0336,111.97,8,4,happy
Irreplaceable,B'Day,Beyoncé,3qim3nNFg4aSTLZDLAFXhx,2006-09-01,59,227666,0.453,0.0242,0.708,6.16e-06,0.167,0.506,-4.192,0.385,175.855,10,4,happy
If I Were a Boy,I AM...SASHA FIERCE - Platinum Edition,Beyoncé,1oQZk2bKBLgP1cbuFKvjkq,2008,71,249866,0.63,0.0953,0.504,0,0.308,0.487,-6.152,0.0334,89.946,6,4,happy
Party In The U.S.A.,The Time Of Our Lives (International Version),Miley Cyrus,3E7dfMvvCLUddWissuqMwr,2009-01-01,81,202066,0.652,0.00112,0.698,0.000115,0.0886,0.47,-4.667,0.042,96.021,10,4,happy
Crazy In Love (feat. Jay-Z),Dangerously In Love,Beyoncé,0TwBtDAWpkpM3srywFVOV5,2003-03-10,74,235933,0.664,0.00238,0.758,0,0.0598,0.701,-6.583,0.21,99.259,2,4,happy
Kiss Me,Sixpence None the Richer,Sixpence None The Richer,754kgU5rWscRTfvlsuEwFp,1997,78,208680,0.526,0.023,0.749,1.76e-06,0.0692,0.421,-6.964,0.0283,99.982,3,4,happy
What's Up?,"Bigger, Better, Faster, More !",4 Non Blondes,7f0jXNMu2xjQUtmKMuWhGA,1992-01-01,1,295493,0.566,0.156,0.57,0,0.118,0.491,-9.875,0.0285,134.537,11,4,happy
"I Don't Want to Miss a Thing - From the Touchstone film, ""Armageddon""",I Don't Want To Miss A Thing,Aerosmith,0c1gHntWjKD7QShC8s99sq,1998-08-18,35,299760,0.39,0.172,0.649,0,0.216,0.144,-5.163,0.0345,121.16,2,4,happy
Es gratis - Acústico,Es gratis (Acústico),Arnau Griso,0GKlIuZcQCiv8bvWgRNiAb,2016-04-04,55,203080,0.743,0.508,0.406,0,0.0844,0.903,-10.106,0.0741,126.127,2,4,happy
Sirenas,Dr. Charas,Taburete,4unOsvr9C2NqI9aJXrxpCy,2016-11-18,66,184250,0.686,0.739,0.574,0,0.109,0.251,-6.249,0.0404,126.98,5,4,happy
Redbone,"""Awaken, My Love!""",Childish Gambino,1xb5aS8n5nOlX5JHNXsPQE,2016-12-02,0,326933,0.746,0.183,0.345,0.00367,0.121,0.598,-10.963,0.0875,160.036,1,4,happy
"Hey, Did I Do You Wrong?",The Water,San Cisco,2JFWZrsRiZNS2x5IFfby9V,2017-05-05,20,184333,0.691,0.482,0.754,0,0.34,0.892,-7.279,0.0315,105.044,4,4,happy
"Mrs. Robinson - From ""The Graduate"" Soundtrack",Bookends,Simon & Garfunkel,0iOZM63lendWRTTeKhZBSC,1968-04-03,78,244026,0.606,0.713,0.457,2.53e-05,0.0747,0.813,-14.035,0.0497,92.033,6,4,happy
Mercy - Acoustic Guitar,Mercy (Acoustic Guitar),Shawn Mendes,6myZDVrjLSbcezdqD0lbFr,2017-01-27,0,221200,0.623,0.739,0.344,0,0.114,0.446,-6.481,0.0318,143.95,11,4,happy
"City Of Stars - From ""La La Land"" Soundtrack/Pier",La La Land (Original Motion Picture Soundtrack),Various Artists,7jltqRIyxLXBDNZ1QlmnBp,2016-12-09,0,111240,0.579,0.953,0.0842,0.0423,0.0935,0.188,-19.49,0.0561,98.189,6,4,happy
Issues - Acoustic,Issues (Acoustic),Julia Michaels,4TqiKcUUvK7y6x6JG5NpJX,2017-03-24,61,175280,0.689,0.745,0.339,0,0.0746,0.611,-6.127,0.0511,114.297,8,4,happy
England Skies,England Skies,Shake Shake Go,4tCAUO6N4ioKpKlpbK570r,2016-03-11,0,235040,0.562,0.158,0.492,2.44e-05,0.097,0.237,-7.26,0.0269,83.008,10,4,happy
Can't Hold Us - feat. Ray Dalton,The Heist,Macklemore & Ryan Lewis,3bidbhpOYeV4knp8AIu8Xn,2012-10-09,85,258342,0.641,0.0291,0.922,0,0.0862,0.847,-4.457,0.0786,146.078,2,4,happy
Put Your Records On,Corinne Bailey Rae,Corinne Bailey Rae,2nGFzvICaeEWjIrBrL2RAx,2006-01-01,80,215360,0.739,0.167,0.511,1.34e-06,0.133,0.542,-7.844,0.0362,96.038,9,4,happy
Just You and I - Acoustic,Just You and I (Acoustic),Tom Walker,0lsbbaa7nj7LtUXVdk0BQe,2017-04-07,55,196893,0.505,0.691,0.522,2.78e-06,0.111,0.381,-7.586,0.39,172.059,9,4,happy
All Night Long (All Night) - Single Version,Back To Front,Lionel Richie,4czNORk5MjW5WOn98bki32,1992-01-01,74,258666,0.748,0.15,0.603,0.000261,0.0269,0.827,-12.044,0.043,108.831,1,4,happy
Let The Music Play,Number Ones,Barry White,2sR6PY1YgPZTB8hZflRbFq,2009-05-19,48,213400,0.555,0.0902,0.813,0,0.196,0.737,-6.395,0.0592,99.26,10,4,happy
Here Comes The Sun - Remastered,Abbey Road (Remastered),The Beatles,45yEy5WJywhJ3sDI28ajTm,1969-09-26,1,185733,0.557,0.0339,0.54,0.00248,0.179,0.394,-10.484,0.0347,129.171,9,4,happy
Ain't No Mountain High Enough,United,Marvin Gaye,7tqhbajSfrz2F7E1Z75ASX,1967-08-29,83,151666,0.663,0.43,0.6,0,0.184,0.8,-10.87,0.032,129.991,7,4,happy
